cde_cds_code,cde_school_cde,cde_districtname,cde_school_address,cde_closed_school,lausd_local_district,charterorother,survey_status,charterschool,cde_mingrade,cde_maxgrade,schoolenrollment,cde_englishlearnersschool,cde_freereducedmealsschool,cde_aioran_pct,cde_asian_pct,cde_pi_pct,cde_filipino_pct,cde_latino_pct,cde_afamnh_pct,cde_whitenh_pct,cde_twoormore_pct,cde_nonerprt_pct,cde_dance_course_count,cde_music_course_count,cde_drama_course_count,cde_visual_arts_course_count,cde_media_arts_course_count,cde_estimatedfte_sum_dance,cde_estimatedfte_sum_music,cde_estimatedfte_sum_drama,cde_estimatedfte_sum_visualarts,cde_estimatedfte_sum_mediaarts,cde_9th_grade_dance_enrollment,cde_10th_grade_dance_enrollment,cde_11th_grade_dance_enrollment,cde_12th_grade_dance_enrollment,cde_9th_grade_music_enrollment,cde_10th_grade_music_enrollment,cde_11th_grade_music_enrollment,cde_12th_grade_music_enrollment,cde_9th_grade_drama_enrollment,cde_10th_grade_drama_enrollment,cde_11th_grade_drama_enrollment,cde_12th_grade_drama_enrollment,cde_9th_grade_visual_arts_enrollment,cde_10th_grade_visual_arts_enrollment,cde_11th_grade_visual_arts_enrollment,cde_12th_grade_visual_arts_enrollment,cde_9th_grade_media_arts_enrollment,cde_10th_grade_media_arts_enrollment,cde_11th_grade_media_arts_enrollment,cde_12th_grade_media_arts_enrollment,cde_9th_grade_dance_courses,cde_10th_grade_dance_courses,cde_11th_grade_dance_courses,cde_12th_grade_dance_courses,cde_9th_grade_music_courses,cde_10th_grade_music_courses,cde_11th_grade_music_courses,cde_12th_grade_music_courses,cde_9th_grade_drama_courses,cde_10th_grade_drama_courses,cde_11th_grade_drama_courses,cde_12th_grade_drama_courses,cde_9th_grade_visual_arts_courses,cde_10th_grade_visual_arts_courses,cde_11th_grade_visual_arts_courses,cde_12th_grade_visual_arts_courses,cde_9th_grade_media_arts_courses,cde_10th_grade_media_arts_courses,cde_11th_grade_media_arts_courses,cde_12th_grade_media_arts_courses,elementary,es_prektk,es_kinder,es_1st,es_2nd,es_3rd,es_4th,es_5th,es_6th,es_7th,es_8th,es_dance,esd_prektk,esd_kinder,esd_1st,esd_2nd,esd_3rd,esd_4th,esd_5th,esd_6th,esd_7th,esd_8th,esd_prektk_students,esd_kinder_students,esd_1st_students,esd_2nd_students,esd_3rd_students,esd_4th_students,esd_5th_students,esd_6th_students,esd_7th_students,esd_8th_students,esd_fte_rec,esd_teachingartist_specify,es_music,esm_prektk,esm_kinder,esm_1st,esm_2nd,esm_3rd,esm_4th,esm_5th,esm_6th,esm_7th,esm_8th,esm_prektk_students,esm_kinder_students,esm_1st_students,esm_2nd_students,esm_3rd_students,esm_4th_students,esm_5th_students,esm_6th_students,esm_7th_students,esm_8th_students,esm_fte_rec,esm_teachingartist_specify,es_theater,est_prektk,est_kinder,est_1st,est_2nd,est_3rd,est_4th,est_5th,est_6th,est_7th,est_8th,est_prektk_students,est_kinder_students,est_1st_students,est_2nd_students,est_3rd_students,est_4th_students,est_5th_students,est_6th_students,est_7th_students,est_8th_students,est_fte_rec,est_teachingartist_specify,es_visualarts,esva_prektk,esva_kinder,esva_1st,esva_2nd,esva_3rd,esva_4th,esva_5th,esva_6th,esva_7th,esva_8th,esva_prektk_students,esva_kinder_students,esva_1st_students,esva_2nd_students,esva_3rd_students,esva_4th_students,esva_5th_students,esva_6th_students,esva_7th_students,esva_8th_students,esva_fte_rec,esva_teachingartist_specify,es_mediaarts,esma_prektk,esma_kinder,esma_1st,esma_2nd,esma_3rd,esma_4th,esma_5th,esma_6th,esma_7th,esma_8th,esma_prektk_students,esma_kinder_students,esma_1st_students,esma_2nd_students,esma_3rd_students,esma_4th_students,esma_5th_students,esma_6th_students,esma_7th_students,esma_8th_students,esma_fte_rec,esma_teachingartist_specify,esas_dance,esas_music,esas_theater,esas_visualarts,esas_mediaarts,estypeartscurric,es_organization,secondary,ss_9th,ss_10th,ss_11th,ss_12th,ss_dance,ssd_teachingartist_specify,ss_music,ssm_teachingartist_specify,ss_theater,sst_teachingartist_specify,ss_visualarts,ssva_teachingartist_specify,ss_mediaarts,ssma_teachingartist_specify,ssas_dance,ssas_music,ssas_theater,ssas_visualarts,ssas_mediaarts,ss_organization,datayear
19648576021158,Manzanita Elementary,Palmdale Elementary,"38620 33rd Street, Palmdale, CA, 93550-4232",,,,Participated,FALSE,K,5,692,38.15028902,91.61849711,0.433526012,0.433526012,0.433526012,0.289017341,79.9132948,11.99421965,4.768786127,1.734104046,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,No,No,No,No,Both,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19648576021190,Tumbleweed Elementary,Palmdale Elementary,"1100 East Avenue R-4, Palmdale, CA, 93550-6185",,,,Participated,FALSE,K,5,827,35.30834341,94.07496977,0.120918984,0.120918984,0.362756953,0.241837969,75.69528416,18.50060459,3.38573156,1.571946796,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,All,All,All,All,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,No,Yes,No,No,,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19648576021208,Yucca Elementary,Palmdale Elementary,"38440 Second Street East, Palmdale, CA, 93550-3603",,,,Participated,FALSE,K,5,621,39.45249597,97.58454106,1.610305958,0.322061192,0,0.161030596,76.8115942,17.87439614,1.93236715,1.288244767,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,All,All,All,All,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,Yes,Yes,No,,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19648576105613,Cactus Middle,Palmdale Elementary,"3243 East Avenue R-8, Palmdale, CA, 93550-5690",,,,Participated,FALSE,6,8,855,19.41520468,89.47368421,0.233918129,0.467836257,0,0.233918129,79.06432749,14.97076023,4.795321637,0.233918129,0,1,6,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,No,No,No,No,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Some,Some,Some,1,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Some,Some,Some,1,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,No,No,No,Discrete,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19648576105621,Desert Rose Elementary,Palmdale Elementary,"37730 27th Street East, Palmdale, CA, 93550-5580",,,,Participated,FALSE,K,8,843,36.41755635,90.03558719,0.355871886,0.237247924,0.355871886,1.18623962,78.05456702,13.7603796,4.863582444,1.067615658,0.118623962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,All,All,All,All,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,No,No,No,No,Integrated,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19648576106793,Joshua Hills Elementary,Palmdale Elementary,"3030 Fairfield, Palmdale, CA, 93550-8300",,,,Participated,FALSE,K,5,604,28.97350993,90.06622517,0.82781457,0.165562914,0.331125828,0.331125828,81.95364238,12.58278146,2.649006623,1.158940397,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable,Not applicable,Not applicable,Not applicable,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,0,,Yes,No,No,No,No,No,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Some,Some,Some,Not applicable - Grade not present,Not applicable - Grade not present,1,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,All,All,All,All,Some,Some,Some,Some,Not applicable - Grade not present,Not applicable - Grade not present,0,,Yes,No,No,No,No,No,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Some,All,All,Not applicable - Grade not present,Not applicable - Grade not present,0,,Yes,Yes,Yes,No,No,,Yes (unnamed),FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19648576106900,Chaparral Elementary,Palmdale Elementary,"37500 50th Street East, Palmdale, CA, 93552-4517",,,,Participated,FALSE,K,5,671,27.12369598,90.90909091,0.745156483,0.298062593,0,1.043219076,79.28464978,13.85991058,3.129657228,1.639344262,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,No,No,No,No,Integrated,Music Center,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19648576107635,Palm Tree Elementary,Palmdale Elementary,"326 East Avenue R, Palmdale, CA, 93550-5208",,,,Participated,FALSE,K,5,595,28.7394958,89.07563025,0.672268908,0.168067227,0.168067227,1.344537815,74.45378151,14.11764706,6.890756303,2.18487395,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,All,All,All,All,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,No,No,Yes,No,,The Getty,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19648576108609,Buena Vista Elementary,Palmdale Elementary,"37005 Hillcrest Drive, Palmdale, CA, 93552-5347",,,,Participated,FALSE,K,5,670,29.25373134,81.79104478,0.298507463,0.298507463,0.298507463,1.194029851,75.52238806,15.37313433,5.671641791,1.343283582,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,All,All,All,All,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,No,No,No,No,Both,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19648576108625,Mesquite Elementary,Palmdale Elementary,"37622 43rd Street East, Palmdale, CA, 93552-3647",,,,Participated,FALSE,K,5,809,29.66625464,90.35846724,0.370828183,0.494437577,0.247218789,0.494437577,75.27812114,16.06922126,5.43881335,1.606922126,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,All,All,All,All,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,No,No,No,Integrated,Lancaster Performing Arts Center,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19648576108633,Summerwind Elementary,Palmdale Elementary,"39360 Summerwind Drive, Palmdale, CA, 93551-4082",,,,Participated,FALSE,K,5,756,22.88359788,82.93650794,0.396825397,1.851851852,0.264550265,1.984126984,67.46031746,16.53439153,8.597883598,2.91005291,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Some,Some,Some,Some,Some,Some,Some,Some,Not applicable - Grade not present,Not applicable - Grade not present,0,,Yes,No,No,No,No,No,Yes,No,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Some,Not applicable,Some,Not applicable - Grade not present,Not applicable - Grade not present,0,,Yes,No,No,No,No,Both,Yes (unnamed),FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19648576111538,Barrel Springs Elementary,Palmdale Elementary,"3636 Ponderosa Way, Palmdale, CA, 93550-8441",,,,Participated,FALSE,K,5,696,22.4137931,85.48850575,0.143678161,0.143678161,0.431034483,0.143678161,71.26436782,19.54022989,6.034482759,2.298850575,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,All,All,All,All,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,No,No,No,No,,"Antelope Valley Primetime Musem, Grassy Hallow",FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19648576111546,Palmdale Learning Plaza,Palmdale Elementary,"38043 Division Street, Palmdale, CA, 93551-3427",,,,Participated,FALSE,K,8,803,18.67995019,77.70859278,0.622665006,0.99626401,0.249066002,0.871731009,74.47073474,11.58156912,9.589041096,1.618929016,0,0,2,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,All,All,All,1,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Some,Some,Some,Some,Some,Some,Some,All,All,All,1,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,No,Yes,No,No,,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19648576113906,Cimarron Elementary,Palmdale Elementary,"36940 45th Street East, Palmdale, CA, 93552-5201",,,,Participated,FALSE,K,5,586,26.27986348,84.64163823,0.511945392,0.341296928,0,0.682593857,74.06143345,16.2116041,6.313993174,1.535836177,0.341296928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,All,All,All,All,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,No,No,No,No,Integrated,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19648576115273,Quail Valley Elementary,Palmdale Elementary,"37236 58th Street East, Palmdale, CA, 93552-5461",,,,Participated,FALSE,K,5,628,26.43312102,87.42038217,0.477707006,1.114649682,0,0.955414013,75,18.47133758,2.547770701,1.433121019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,All,All,All,All,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,Yes,No,Yes,No,Integrated,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19648576115281,Shadow Hills Middle,Palmdale Elementary,"37315 60th Street East, Palmdale, CA, 93552-5462",,,,Participated,FALSE,6,8,967,14.27094105,81.69596691,0.930713547,0.620475698,0,0.930713547,75.07755946,17.58014478,4.343329886,0.517063082,0,0,6,0,1,7,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,No,No,No,No,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Some,Some,Some,1,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,No,No,No,Discrete,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19648576118749,Golden Poppy Elementary,Palmdale Elementary,"37802 Rockie Lane, Palmdale, CA, 93552-4041",,,,Participated,FALSE,K,5,624,29.00641026,86.05769231,0.320512821,0.480769231,0,0.961538462,73.3974359,20.03205128,3.365384615,1.442307692,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,I don't know,I don't know,I don't know,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Some,Some,Some,Some,I do not know,I do not know,I do not know,Some,Not applicable - Grade not present,Not applicable - Grade not present,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable,All,All,All,All,All,All,All,Not applicable - Grade not present,Not applicable - Grade not present,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Discrete,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19648576119143,Los Amigos,Palmdale Elementary,"6640 East Avenue R-8, Palmdale, CA, 93552-3503",,,,Participated,FALSE,K,8,957,31.66144201,76.07105538,0.731452456,0,0.104493208,0.104493208,93.10344828,2.716823406,2.925809822,0.313479624,0,0,0,0,1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,No,No,No,No,No,No,No,No,No,Not applicable - Grade not present,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,,Yes,Not applicable - Grade not present,No,No,No,No,No,No,No,Yes,Yes,Not applicable - Grade not present,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Some,Some,0.3,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable - Grade not present,All,All,All,All,All,All,All,All,All,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,No,No,No,No,Integrated,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
